scene_id,xml_path,tif_path,remote_xml_uri,remote_tif_uri,min_lon,min_lat,max_lon,max_lat,center_lon,center_lat,imaging_time
LuoJia1-01_LR201806175049_20180616141708_HDR_0034,local\LULO4\LuoJia1-01_LR201806175049_20180616141708_HDR_0034_meta.xml,local\LULO4\LuoJia1-01_LR201806175049_20180616141708_HDR_0034_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141708_HDR_0034_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141708_HDR_0034_gec.tif,117.702942,34.435718,121.578915,37.144105,119.53678,35.71014,2018-6-16T14:16:55.3417
LuoJia1-01_LR201806175049_20180616141723_HDR_0037,local\LULO4\LuoJia1-01_LR201806175049_20180616141723_HDR_0037_meta.xml,local\LULO4\LuoJia1-01_LR201806175049_20180616141723_HDR_0037_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141723_HDR_0037_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141723_HDR_0037_gec.tif,117.421875,35.378528,121.36883,38.109066,119.298252,36.664105,2018-6-16T14:17:10.3561
LuoJia1-01_LR201806175049_20180616141728_HDR_0038,local\LULO4\LuoJia1-01_LR201806175049_20180616141728_HDR_0038_meta.xml,local\LULO4\LuoJia1-01_LR201806175049_20180616141728_HDR_0038_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141728_HDR_0038_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141728_HDR_0038_gec.tif,117.319137,35.664661,121.274036,38.397551,119.199773,36.953485,2018-6-16T14:17:15.3612
LuoJia1-01_LR201806175049_20180616141738_HDR_0040,local\LULO4\LuoJia1-01_LR201806175049_20180616141738_HDR_0040_meta.xml,local\LULO4\LuoJia1-01_LR201806175049_20180616141738_HDR_0040_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141738_HDR_0040_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141738_HDR_0040_gec.tif,117.134243,36.248155,121.128141,38.984369,119.031756,37.539794,2018-6-16T14:17:25.3709
LuoJia1-01_LR201806175049_20180616141743_HDR_0041,local\LULO4\LuoJia1-01_LR201806175049_20180616141743_HDR_0041_meta.xml,local\LULO4\LuoJia1-01_LR201806175049_20180616141743_HDR_0041_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141743_HDR_0041_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141743_HDR_0041_gec.tif,117.048544,36.547978,121.056878,39.282465,118.952431,37.839049,2018-6-16T14:17:30.3758
LuoJia1-01_LR201806175049_20180616141748_HDR_0042,local\LULO4\LuoJia1-01_LR201806175049_20180616141748_HDR_0042_meta.xml,local\LULO4\LuoJia1-01_LR201806175049_20180616141748_HDR_0042_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141748_HDR_0042_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141748_HDR_0042_gec.tif,116.966649,36.849226,120.992704,39.585556,118.879127,38.141462,2018-6-16T14:17:35.3807
LuoJia1-01_LR201806175049_20180616141753_HDR_0043,local\LULO4\LuoJia1-01_LR201806175049_20180616141753_HDR_0043_meta.xml,local\LULO4\LuoJia1-01_LR201806175049_20180616141753_HDR_0043_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141753_HDR_0043_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141753_HDR_0043_gec.tif,116.874767,37.150881,120.930037,39.890331,118.801219,38.444386,2018-6-16T14:17:40.3848
LuoJia1-01_LR201806175049_20180616141758_HDR_0044,local\LULO4\LuoJia1-01_LR201806175049_20180616141758_HDR_0044_meta.xml,local\LULO4\LuoJia1-01_LR201806175049_20180616141758_HDR_0044_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141758_HDR_0044_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141758_HDR_0044_gec.tif,116.779989,37.451086,120.859117,40.19351,118.716652,38.746056,2018-6-16T14:17:45.3904
LuoJia1-01_LR201806175049_20180616141803_HDR_0045,local\LULO4\LuoJia1-01_LR201806175049_20180616141803_HDR_0045_meta.xml,local\LULO4\LuoJia1-01_LR201806175049_20180616141803_HDR_0045_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141803_HDR_0045_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141803_HDR_0045_gec.tif,116.685784,37.753135,120.783415,40.494225,118.631197,39.047892,2018-6-16T14:17:50.3953
LuoJia1-01_LR201806175049_20180616141813_HDR_0047,local\LULO4\LuoJia1-01_LR201806175049_20180616141813_HDR_0047_meta.xml,local\LULO4\LuoJia1-01_LR201806175049_20180616141813_HDR_0047_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141813_HDR_0047_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141813_HDR_0047_gec.tif,116.501308,38.358676,120.63229,41.101598,118.463459,39.654794,2018-6-16T14:18:0.40510
LuoJia1-01_LR201806175049_20180616141818_HDR_0048,local\LULO4\LuoJia1-01_LR201806175049_20180616141818_HDR_0048_meta.xml,local\LULO4\LuoJia1-01_LR201806175049_20180616141818_HDR_0048_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141818_HDR_0048_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141818_HDR_0048_gec.tif,116.406566,38.663525,120.562639,41.404513,118.380059,39.958943,2018-6-16T14:18:5.40997
LuoJia1-01_LR201806175049_20180616141823_HDR_0049,local\LULO4\LuoJia1-01_LR201806175049_20180616141823_HDR_0049_meta.xml,local\LULO4\LuoJia1-01_LR201806175049_20180616141823_HDR_0049_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141823_HDR_0049_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141823_HDR_0049_gec.tif,116.310024,38.968242,120.487938,41.709943,118.294517,40.264536,2018-6-16T14:18:10.4148
LuoJia1-01_LR201806175049_20180616141828_HDR_0050,local\LULO4\LuoJia1-01_LR201806175049_20180616141828_HDR_0050_meta.xml,local\LULO4\LuoJia1-01_LR201806175049_20180616141828_HDR_0050_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141828_HDR_0050_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806175049_20180616141828_HDR_0050_gec.tif,116.209482,39.27073,120.411262,42.0164,118.204645,40.568571,2018-6-16T14:18:15.4197
LuoJia1-01_LR201806193121_20180618132710_HDR_0000,local\LULO4\LuoJia1-01_LR201806193121_20180618132710_HDR_0000_meta.xml,local\LULO4\LuoJia1-01_LR201806193121_20180618132710_HDR_0000_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132710_HDR_0000_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132710_HDR_0000_gec.tif,125.705485,33.091574,129.845521,35.971009,127.978857,34.657472,2018-6-18T13:26:58.2016
LuoJia1-01_LR201806193121_20180618132715_HDR_0001,local\LULO4\LuoJia1-01_LR201806193121_20180618132715_HDR_0001_meta.xml,local\LULO4\LuoJia1-01_LR201806193121_20180618132715_HDR_0001_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132715_HDR_0001_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132715_HDR_0001_gec.tif,125.603433,33.398943,129.758659,36.274224,127.885869,34.960347,2018-6-18T13:27:3.20728
LuoJia1-01_LR201806193121_20180618132720_HDR_0002,local\LULO4\LuoJia1-01_LR201806193121_20180618132720_HDR_0002_meta.xml,local\LULO4\LuoJia1-01_LR201806193121_20180618132720_HDR_0002_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132720_HDR_0002_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132720_HDR_0002_gec.tif,125.49964,33.696108,129.672768,36.578133,127.793377,35.263829,2018-6-18T13:27:8.21213
LuoJia1-01_LR201806193121_20180618132725_HDR_0003,local\LULO4\LuoJia1-01_LR201806193121_20180618132725_HDR_0003_meta.xml,local\LULO4\LuoJia1-01_LR201806193121_20180618132725_HDR_0003_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132725_HDR_0003_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132725_HDR_0003_gec.tif,125.395041,33.995938,129.5857,36.88112,127.698653,35.565545,2018-6-18T13:27:13.2169
LuoJia1-01_LR201806193121_20180618132751_HDR_0008,local\LULO4\LuoJia1-01_LR201806193121_20180618132751_HDR_0008_meta.xml,local\LULO4\LuoJia1-01_LR201806193121_20180618132751_HDR_0008_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132751_HDR_0008_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132751_HDR_0008_gec.tif,124.855943,35.495192,129.143303,38.390654,127.211989,37.070178,2018-6-18T13:27:38.2412
LuoJia1-01_LR201806193121_20180618132756_HDR_0009,local\LULO4\LuoJia1-01_LR201806193121_20180618132756_HDR_0009_meta.xml,local\LULO4\LuoJia1-01_LR201806193121_20180618132756_HDR_0009_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132756_HDR_0009_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132756_HDR_0009_gec.tif,124.752273,35.798786,129.052801,38.693884,127.116452,37.373443,2018-6-18T13:27:43.2461
LuoJia1-01_LR201806193121_20180618132801_HDR_0010,local\LULO4\LuoJia1-01_LR201806193121_20180618132801_HDR_0010_meta.xml,local\LULO4\LuoJia1-01_LR201806193121_20180618132801_HDR_0010_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132801_HDR_0010_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132801_HDR_0010_gec.tif,124.638146,36.097851,128.967427,38.998545,127.020239,37.676001,2018-6-18T13:27:48.2504
LuoJia1-01_LR201806193121_20180618132805_HDR_0011,local\LULO4\LuoJia1-01_LR201806193121_20180618132805_HDR_0011_meta.xml,local\LULO4\LuoJia1-01_LR201806193121_20180618132805_HDR_0011_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132805_HDR_0011_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132805_HDR_0011_gec.tif,124.512108,36.393108,128.874092,39.300161,126.910297,37.975021,2018-6-18T13:27:53.2550
LuoJia1-01_LR201806193121_20180618132811_HDR_0012,local\LULO4\LuoJia1-01_LR201806193121_20180618132811_HDR_0012_meta.xml,local\LULO4\LuoJia1-01_LR201806193121_20180618132811_HDR_0012_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132811_HDR_0012_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132811_HDR_0012_gec.tif,124.406331,36.69285,128.773062,39.600264,126.80788,38.274583,2018-6-18T13:27:58.2603
LuoJia1-01_LR201806193121_20180618132816_HDR_0013,local\LULO4\LuoJia1-01_LR201806193121_20180618132816_HDR_0013_meta.xml,local\LULO4\LuoJia1-01_LR201806193121_20180618132816_HDR_0013_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132816_HDR_0013_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806193121_20180618132816_HDR_0013_gec.tif,124.302201,36.996596,128.685878,39.901827,126.714827,38.577182,2018-6-18T13:28:3.26551
LuoJia1-01_LR201806207826_20180619220046_HDR_0000,local\LULO4\LuoJia1-01_LR201806207826_20180619220046_HDR_0000_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220046_HDR_0000_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220046_HDR_0000_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220046_HDR_0000_gec.tif,0.218677,40.381372,4.350635,43.04766,2.201017,41.64791,2018-6-19T22:0:34.17653
LuoJia1-01_LR201806207826_20180619220056_HDR_0002,local\LULO4\LuoJia1-01_LR201806207826_20180619220056_HDR_0002_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220056_HDR_0002_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220056_HDR_0002_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220056_HDR_0002_gec.tif,0.010783,40.991672,4.189558,43.658931,2.013579,42.259242,2018-6-19T22:0:44.18682
LuoJia1-01_LR201806207826_20180619220101_HDR_0003,local\LULO4\LuoJia1-01_LR201806207826_20180619220101_HDR_0003_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220101_HDR_0003_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220101_HDR_0003_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220101_HDR_0003_gec.tif,-0.090985,41.293315,4.105741,43.960428,1.916628,42.561357,2018-6-19T22:0:49.19168
LuoJia1-01_LR201806207826_20180619220106_HDR_0004,local\LULO4\LuoJia1-01_LR201806207826_20180619220106_HDR_0004_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220106_HDR_0004_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220106_HDR_0004_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220106_HDR_0004_gec.tif,-0.191187,41.594551,4.025347,44.262649,1.831461,42.864157,2018-6-19T22:0:54.19654
LuoJia1-01_LR201806207826_20180619220121_HDR_0007,local\LULO4\LuoJia1-01_LR201806207826_20180619220121_HDR_0007_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220121_HDR_0007_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220121_HDR_0007_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220121_HDR_0007_gec.tif,-0.501393,42.503858,3.787664,45.171845,1.560529,43.772186,2018-6-19T22:1:9.211122
LuoJia1-01_LR201806207826_20180619220126_HDR_0008,local\LULO4\LuoJia1-01_LR201806207826_20180619220126_HDR_0008_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220126_HDR_0008_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220126_HDR_0008_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220126_HDR_0008_gec.tif,-0.610066,42.809659,3.709196,45.477809,1.466117,44.077298,2018-6-19T22:1:14.21598
LuoJia1-01_LR201806207826_20180619220132_HDR_0009,local\LULO4\LuoJia1-01_LR201806207826_20180619220132_HDR_0009_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220132_HDR_0009_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220132_HDR_0009_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220132_HDR_0009_gec.tif,-0.72303,43.105203,3.623801,45.783591,1.364776,44.379321,2018-6-19T22:1:19.22084
LuoJia1-01_LR201806207826_20180619220136_HDR_0010,local\LULO4\LuoJia1-01_LR201806207826_20180619220136_HDR_0010_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220136_HDR_0010_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220136_HDR_0010_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220136_HDR_0010_gec.tif,-0.831355,43.405867,3.53165,46.084069,1.266931,44.680266,2018-6-19T22:1:24.22570
LuoJia1-01_LR201806207826_20180619220152_HDR_0013,local\LULO4\LuoJia1-01_LR201806207826_20180619220152_HDR_0013_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220152_HDR_0013_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220152_HDR_0013_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220152_HDR_0013_gec.tif,-1.158318,44.311186,3.276769,46.996111,0.977481,45.588721,2018-6-19T22:1:39.24029
LuoJia1-01_LR201806207826_20180619220157_HDR_0014,local\LULO4\LuoJia1-01_LR201806207826_20180619220157_HDR_0014_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220157_HDR_0014_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220157_HDR_0014_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220157_HDR_0014_gec.tif,-1.266473,44.614306,3.191087,47.299086,0.882281,45.891834,2018-6-19T22:1:44.24447
LuoJia1-01_LR201806207826_20180619220202_HDR_0015,local\LULO4\LuoJia1-01_LR201806207826_20180619220202_HDR_0015_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220202_HDR_0015_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220202_HDR_0015_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220202_HDR_0015_gec.tif,-1.383481,44.916854,3.110717,47.603745,0.782068,46.19569,2018-6-19T22:1:49.25003
LuoJia1-01_LR201806207826_20180619220207_HDR_0016,local\LULO4\LuoJia1-01_LR201806207826_20180619220207_HDR_0016_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220207_HDR_0016_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220207_HDR_0016_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220207_HDR_0016_gec.tif,-1.496824,45.215738,3.017615,47.908321,0.680345,46.497059,2018-6-19T22:1:54.25489
LuoJia1-01_LR201806207826_20180619220212_HDR_0017,local\LULO4\LuoJia1-01_LR201806207826_20180619220212_HDR_0017_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220212_HDR_0017_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220212_HDR_0017_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220212_HDR_0017_gec.tif,-1.606747,45.517663,2.933029,48.208957,0.58335,46.79902,2018-6-19T22:1:59.25937
LuoJia1-01_LR201806207826_20180619220217_HDR_0018,local\LULO4\LuoJia1-01_LR201806207826_20180619220217_HDR_0018_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220217_HDR_0018_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220217_HDR_0018_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220217_HDR_0018_gec.tif,-1.727203,45.814645,2.85482,48.513693,0.482472,47.099536,2018-6-19T22:2:4.264313
LuoJia1-01_LR201806207826_20180619220222_HDR_0019,local\LULO4\LuoJia1-01_LR201806207826_20180619220222_HDR_0019_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220222_HDR_0019_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220222_HDR_0019_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220222_HDR_0019_gec.tif,-1.854993,46.113105,2.764941,48.812672,0.370527,47.398355,2018-6-19T22:2:9.269498
LuoJia1-01_LR201806207826_20180619220227_HDR_0020,local\LULO4\LuoJia1-01_LR201806207826_20180619220227_HDR_0020_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220227_HDR_0020_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220227_HDR_0020_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220227_HDR_0020_gec.tif,-1.96633,46.415874,2.66505,49.11233,0.26652,47.700082,2018-6-19T22:2:14.27436
LuoJia1-01_LR201806207826_20180619220232_HDR_0021,local\LULO4\LuoJia1-01_LR201806207826_20180619220232_HDR_0021_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220232_HDR_0021_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220232_HDR_0021_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220232_HDR_0021_gec.tif,-2.085567,46.720406,2.58467,49.417452,0.165848,48.004662,2018-6-19T22:2:19.27923
LuoJia1-01_LR201806207826_20180619220237_HDR_0022,local\LULO4\LuoJia1-01_LR201806207826_20180619220237_HDR_0022_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220237_HDR_0022_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220237_HDR_0022_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220237_HDR_0022_gec.tif,-2.208343,47.023681,2.495161,49.723739,0.058963,48.309154,2018-6-19T22:2:24.28410
LuoJia1-01_LR201806207826_20180619220242_HDR_0023,local\LULO4\LuoJia1-01_LR201806207826_20180619220242_HDR_0023_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220242_HDR_0023_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220242_HDR_0023_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220242_HDR_0023_gec.tif,-2.328361,47.326233,2.400693,50.028658,-0.047771,48.61281,2018-6-19T22:2:29.28812
LuoJia1-01_LR201806207826_20180619220247_HDR_0024,local\LULO4\LuoJia1-01_LR201806207826_20180619220247_HDR_0024_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220247_HDR_0024_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220247_HDR_0024_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220247_HDR_0024_gec.tif,-2.448109,47.630025,2.313252,50.334372,-0.151154,48.917475,2018-6-19T22:2:34.29384
LuoJia1-01_LR201806207826_20180619220252_HDR_0025,local\LULO4\LuoJia1-01_LR201806207826_20180619220252_HDR_0025_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220252_HDR_0025_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220252_HDR_0025_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220252_HDR_0025_gec.tif,-2.569517,47.930305,2.225871,50.640779,-0.255527,49.220432,2018-6-19T22:2:39.29871
LuoJia1-01_LR201806207826_20180619220257_HDR_0026,local\LULO4\LuoJia1-01_LR201806207826_20180619220257_HDR_0026_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220257_HDR_0026_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220257_HDR_0026_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220257_HDR_0026_gec.tif,-2.695225,48.228554,2.137467,50.943324,-0.363095,49.520815,2018-6-19T22:2:44.30358
LuoJia1-01_LR201806207826_20180619220307_HDR_0028,local\LULO4\LuoJia1-01_LR201806207826_20180619220307_HDR_0028_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220307_HDR_0028_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220307_HDR_0028_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220307_HDR_0028_gec.tif,-2.956108,48.821224,1.943955,51.540416,-0.591212,50.116068,2018-6-19T22:2:54.31333
LuoJia1-01_LR201806207826_20180619220312_HDR_0029,local\LULO4\LuoJia1-01_LR201806207826_20180619220312_HDR_0029_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220312_HDR_0029_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220312_HDR_0029_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220312_HDR_0029_gec.tif,-3.088259,49.122374,1.847085,51.838976,-0.705711,50.41648,2018-6-19T22:2:59.31820
LuoJia1-01_LR201806207826_20180619220317_HDR_0030,local\LULO4\LuoJia1-01_LR201806207826_20180619220317_HDR_0030_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220317_HDR_0030_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220317_HDR_0030_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220317_HDR_0030_gec.tif,-3.217571,49.425353,1.748941,52.142596,-0.818944,50.72003,2018-6-19T22:3:4.323079
LuoJia1-01_LR201806207826_20180619220322_HDR_0031,local\LULO4\LuoJia1-01_LR201806207826_20180619220322_HDR_0031_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220322_HDR_0031_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220322_HDR_0031_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220322_HDR_0031_gec.tif,-3.34439,49.728506,1.656127,52.449012,-0.929297,51.024071,2018-6-19T22:3:9.327953
LuoJia1-01_LR201806207826_20180619220327_HDR_0032,local\LULO4\LuoJia1-01_LR201806207826_20180619220327_HDR_0032_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220327_HDR_0032_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220327_HDR_0032_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220327_HDR_0032_gec.tif,-3.47571,50.032275,1.566608,52.754583,-1.039482,51.328939,2018-6-19T22:3:14.33282
LuoJia1-01_LR201806207826_20180619220332_HDR_0033,local\LULO4\LuoJia1-01_LR201806207826_20180619220332_HDR_0033_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220332_HDR_0033_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220332_HDR_0033_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220332_HDR_0033_gec.tif,-3.620964,50.331853,1.472695,53.061656,-1.161121,51.631241,2018-6-19T22:3:19.33770
LuoJia1-01_LR201806207826_20180619220337_HDR_0034,local\LULO4\LuoJia1-01_LR201806207826_20180619220337_HDR_0034_meta.xml,local\LULO4\LuoJia1-01_LR201806207826_20180619220337_HDR_0034_gec.tif,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220337_HDR_0034_meta.xml,hf://buckets/cbernegger/LULO4/LuoJia1-01_LR201806207826_20180619220337_HDR_0034_gec.tif,-3.761495,50.632503,1.36105,53.362413,-1.286286,51.932698,2018-6-19T22:3:24.34257
